"listener"	"artist_name"	"album_name"	"song_name"	"artist_popularity"	"album_popularity"	"song_popularity"	"acousticness"	"danceability"	"energy"	"instrumentalness"	"liveness"	"loudness"	"speechiness"	"tempo"	"valence"
"1102"	23	"*NSYNC"	"No Strings Attached"	"Bye Bye Bye"	74	66	68	0.0408	0.614	0.928	0.00104	0.0845	-4.806	0.0516	172.656	0.879
"1103"	26	"The Trammps"	"Oh What a Night -70's Party"	"Disco Inferno"	58	0	10	0.000362	0.676	0.704	0.0709	0.139	-8.534	0.0329	129.594	0.812
"1104"	26	"The Saturdays"	"Living For The Weekend (Deluxe Edition)"	"What About Us"	64	52	56	0.0059	0.704	0.68	0	0.213	-4.751	0.0581	123.973	0.689
"1105"	26	"Vanilla Ice"	"Vanilla Ice Is Back! - Hip Hop Classics"	"Ice Ice Baby"	61	61	70	0.0023	0.978	0.787	4.6e-06	0.102	-2.79	0.0394	116.006	0.597
"1106"	27	"Hanson Fox"	"Blurred Lines"	"Blurred Lines (Originally Performed by Robin Thicke) - Karaoke Version"	5	0	0	0.00656	0.808	0.81	0.127	0.0839	-7.773	0.046	120.04	0.969
"1107"	28	"Yolanda Be Cool"	"We No Speak Americano (Complete Remixes)"	"We No Speak Americano - Whelan & Di Scala Remix"	60	54	7	0.000726	0.823	0.824	0.124	0.094	-8.04	0.058	124.992	0.862
"1108"	25	"Ottawan"	"The Best Of"	"D.I.S.C.O - English Version"	48	50	48	0.111	0.714	0.867	8.55e-05	0.325	-6.295	0.0569	122.915	0.872
"1109"	25	"Ruslana"	"Wild Dances"	"Dance With The Wolves - Wild Version"	41	43	28	0.312	0.836	0.855	5.48e-06	0.163	-4.208	0.0405	108.008	0.868
"1110"	28	"Twenty One Pilots"	"Blurryface"	"Stressed Out"	88	83	82	0.0462	0.734	0.637	2.29e-05	0.0602	-5.677	0.141	169.977	0.648
"1111"	27	"Sonny J"	"Handsfree"	"Handsfree (If You Hold My Hand) - Radio Edit"	13	15	22	0.00679	0.56	0.919	8.75e-06	0.351	-4.722	0.0463	115.006	0.736
"1112"	22	"Rick James"	"Street Songs"	"Super Freak"	64	64	68	0.246	0.832	0.797	0	0.0545	-8.194	0.0487	132.431	0.961
"1113"	23	"SBI Audio Karaoke"	"Sbi Karaoke Superstars - Peter Andre, Damage & Darius"	"All Night All Right (Karaoke Version)"	27	0	0	0.0131	0.923	0.358	0.00126	0.0738	-10.238	0.066	113.022	0.853
"1114"	23	"Sir Mix-A-Lot"	"Mack Daddy"	"Baby Got Back"	58	58	66	0.00458	0.933	0.666	0	0.0908	-11.277	0.308	128.466	0.635
"1115"	24	"Sam And The Womp"	"Bom Bom"	"Bom Bom - Radio Edit"	47	49	57	0.0213	0.755	0.925	3.32e-05	0.101	-3.977	0.257	125.06	0.804
"1116"	22	"t.A.T.u."	"Dangerous and Moving"	"All About Us"	62	51	55	0.426	0.492	0.888	2.56e-06	0.316	-4.631	0.0343	162.137	0.793
"1117"	22	"Regina"	"A Thousand Time (10Th Anniversary)"	"Day by Day - Ghosts Radio Edit"	23	23	29	0.0858	0.682	0.809	1.99e-06	0.176	-6.712	0.0285	130.191	0.805
"1118"	23	"Music Factory Karaoke"	"Music Factory Karaoke Presents The Best Of The Noughties Volume 7"	"Starlight (In The Style Of Superman Lovers)"	15	2	5	0.000506	0.772	0.418	0.813	0.222	-10.813	0.0412	127.481	0.714
"1119"	23	"Royal Gigolos"	"Royal Gigolos - Best Of"	"California Dreamin' - Tek-House Extended"	41	43	50	0.00056	0.726	0.731	0.718	0.308	-6.289	0.0335	129.989	0.577
"1120"	27	"The Prodigy"	"The Fat of the Land - Expanded Edition"	"Firestarter"	70	66	63	0.00339	0.534	0.946	0.442	0.164	-5.167	0.0793	141.517	0.379
"1121"	22	"Paul Oakenfold"	"Bunkka"	"Starry Eyed Surprise"	55	47	48	0.0195	0.721	0.794	0.00013	0.283	-6.134	0.132	103.211	0.562
"1122"	23	"Olly Murs"	"Right Place Right Time"	"Troublemaker (feat. Flo Rida)"	74	58	63	0.015	0.762	0.863	0	0.125	-3.689	0.0565	106.008	0.965
"1123"	20	"Modjo"	"Modjo (Remastered)"	"Chillin'"	59	58	47	6.54e-05	0.58	0.89	0.000446	0.0518	-5.559	0.036	124.971	0.909
"1124"	25	"T.I."	"Paper Trail"	"Dead And Gone (feat. Justin Timberlake)"	81	73	68	0.0402	0.713	0.746	0	0.601	-4.99	0.259	135.021	0.47
"1125"	22	"Shaft."	"Nº1 Dance Vol.18"	"Sway"	25	30	36	0.424	0.629	0.949	0.523	0.328	-3.934	0.0386	127.971	0.929
"1126"	21	"Shantel"	"Disko Partizani"	"Disco Boy"	47	37	33	0.0695	0.815	0.865	0.0121	0.0432	-5.588	0.0504	109.976	0.633
"1127"	22	"Sean Paul"	"Hold My Hand (International)"	"Hold My Hand"	86	45	39	0.158	0.678	0.645	0	0.259	-2.985	0.189	174.029	0.357
"1128"	21	"Karaoke Backtrax Library"	"Sing in the Style of Pop Hits 64 (Karaoke Version)"	"The Way I Are (feat. Keri Hilson & D.O.E.) [Originally Performed by Timbaland] [Karaoke Version]"	20	0	0	0.239	0.726	0.821	0.844	0.119	-6.511	0.0368	114.723	0.969
"1129"	19	"The Pale"	"Here's One We Made Earlier"	"Dogs With No Tails"	16	16	16	0.0689	0.69	0.9	0	0.44	-4.419	0.0398	140.13	0.973
"1130"	19	"Les Galopins"	"100 chansons pour les crèches et les maternelles"	"T'es pas cap Pinocchio"	14	1	0	0.0202	0.919	0.858	0.00228	0.0545	-10.888	0.0368	131.014	0.878
"1131"	18	"Sing Karaoke Sing"	"Mum You're The Greatest - Karaoke, Vol. 3"	"Groovejet (If This Ain't Love) [Karaoke Version] - Originally Performed By Spiller Feat. Sophie Ellis Bextor"	22	0	1	0.000352	0.651	0.764	0.181	0.32	-11.106	0.0366	123.007	0.873
"1132"	21	"Wax"	"Continue"	"Rosana"	54	43	43	0.000838	0.672	0.723	4.48e-05	0.0966	-6.617	0.266	171.847	0.705
"1133"	18	"Run–D.M.C."	"Raising Hell"	"You Be Illin'"	65	66	40	0.00193	0.962	0.534	0.000897	0.0136	-13.968	0.11	127.706	0.561
"1134"	18	"Shola Ama"	"Forever Love"	"You're the One I Love - C & J Mix"	48	0	0	0.0287	0.771	0.816	4.45e-05	0.0566	-3.028	0.052	97.594	0.89
"1135"	17	"Ella Eyre"	"Feline (Deluxe)"	"Comeback"	74	62	45	0.000463	0.702	0.698	0	0.0784	-5.687	0.0339	126.847	0.565
"1136"	17	"Cake"	"Comfort Eagle"	"Love You Madly"	67	60	54	0.0908	0.752	0.809	9.41e-05	0.169	-8.399	0.0598	106.999	0.658
"1138"	17	"Déjà Vu"	"Ladies of the 80s: A Tribute to The Go Go's, Bananarama and The Bangles"	"Hazy Shade Of Winter"	37	4	3	0.328	0.615	0.789	5.35e-06	0.0919	-12.034	0.0629	150.56	0.494
"1139"	17	"Pet Shop Boys"	"Very: Further Listening: 1992 - 1994 (2018 Remastered Version)"	"Can You Forgive Her? - 2018 Remaster"	70	42	42	0.0293	0.501	0.882	3.82e-06	0.219	-5.794	0.0467	173.477	0.724
"1141"	17	"Natalie Imbruglia"	"Left Of The Middle"	"Torn"	66	57	65	0.0647	0.575	0.886	0.000187	0.709	-5.182	0.034	96.308	0.608
"1143"	19	"Michael Jackson"	"Off the Wall"	"Rock with You - Single Version"	85	73	73	0.179	0.808	0.535	9.91e-05	0.158	-12.521	0.0353	114.031	0.848
"1145"	18	"Paramore"	"After Laughter"	"Hard Times"	79	71	71	0.00647	0.695	0.818	4.87e-06	0.0219	-5.379	0.0334	119.965	0.916
"1146"	18	"Spandau Ballet"	"Gold - The Best Of Spandau Ballet"	"Gold"	68	64	65	0.261	0.711	0.74	0.0114	0.104	-7.776	0.036	143.047	0.638
"1149"	20	"Madonna"	"American Life"	"Die Another Day"	82	52	53	0.062	0.792	0.797	0.00325	0.0896	-5.166	0.0901	123.993	0.491
"1150"	21	"Shania Twain"	"Up!"	"Ka-Ching!"	74	52	41	0.135	0.635	0.851	0	0.164	-4.598	0.0697	75.972	0.816
"1151"	23	"Kool & The Gang"	"The Very Best Of Kool & The Gang (Reissue)"	"Celebration"	68	66	66	0.0993	0.829	0.839	0.0201	0.0491	-5.251	0.0443	121.589	0.96
"1152"	20	"Charlie Puth"	"Voicenotes"	"Attention"	83	80	81	0.109	0.775	0.613	2.33e-05	0.134	-4.586	0.0542	100.066	0.797
"1154"	20	"The Blues Brothers"	"The Blues Brothers: Original Soundtrack Recording"	"Everybody Needs Somebody to Love"	59	56	58	0.61	0.492	0.928	0.00259	0.368	-4.037	0.071	194.078	0.92
"1155"	20	"Leona Lewis"	"Spirit"	"Bleeding Love"	75	73	79	0.188	0.638	0.656	0	0.146	-5.886	0.0357	104.036	0.225
"1156"	20	"Kris Allen"	"Kris Allen"	"Alright With Me"	49	42	23	0.00219	0.476	0.918	0	0.234	-3.322	0.0378	165.99	0.754
"1157"	20	"Peter Cincotti"	"East Of Angel Town (US Version)"	"Always Watching You"	41	25	21	0.528	0.537	0.447	8.75e-06	0.0809	-6.702	0.0575	119.758	0.273
"1158"	21	"Simply Red"	"Stars Collectors Edition"	"Something Got Me Started - Remastered"	71	64	61	0.019	0.698	0.91	7.73e-05	0.11	-6.563	0.0459	112.112	0.715
"1160"	22	"Phil Collins"	"...But Seriously (Deluxe Edition)"	"Another Day in Paradise - 2016 Remaster"	79	66	72	0.736	0.78	0.565	0.00269	0.063	-7.32	0.0306	101.967	0.365
"1161"	22	"Michael Jackson"	"Dangerous"	"Give In to Me"	85	69	57	0.152	0.502	0.855	0.000493	0.106	-3.27	0.0305	86.967	0.338
"1163"	24	"Fastball"	"All The Pain Money Can Buy"	"The Way"	54	56	62	0.154	0.653	0.874	1.36e-05	0.307	-5.66	0.0341	120.84	0.902
"1166"	19	"Justin Timberlake"	"Justified"	"Cry Me a River"	83	72	74	0.575	0.624	0.653	0	0.104	-6.582	0.176	73.884	0.565
"1167"	20	"Imany"	"The Shape of a Broken Heart"	"You Will Never Know"	59	44	47	0.529	0.646	0.594	4.82e-06	0.131	-7.548	0.0364	124.022	0.387
"1169"	19	"The Servant"	"The Servant"	"Orchestra"	41	27	22	0.00859	0.514	0.836	0	0.166	-5.368	0.0337	77.008	0.475
"1170"	20	"Eric Clapton"	"Unplugged (Deluxe Edition)"	"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster"	77	69	72	0.8	0.695	0.336	0.00264	0.701	-12.999	0.0313	79.109	0.422
"1172"	19	"Melanie Martinez"	"Cry Baby (Deluxe)"	"Dollhouse"	76	77	69	0.22	0.725	0.708	0	0.777	-5.331	0.0756	130.029	0.555
"1173"	19	"Michael Stanley"	"Coming up for Air"	"Sha-La-La-La"	22	2	0	0.051	0.611	0.715	4.88e-06	0.178	-7.677	0.034	135.011	0.285
"1174"	18	"Michael Jackson"	"Dangerous"	"Who Is It"	85	69	57	0.0152	0.862	0.595	0.000343	0.104	-4.655	0.121	103.168	0.502
"1175"	18	"The Shirelles"	"Tonight's The Night"	"Will You Love Me Tomorrow"	58	53	61	0.312	0.55	0.382	1.11e-05	0.221	-6.429	0.0263	136.128	0.464
"1177"	17	"Damien Rice"	"O"	"The Blower's Daughter"	66	62	65	0.142	0.287	0.18	0.000148	0.345	-14.086	0.0324	90.189	0.0744
"1180"	17	"Keb' Mo'"	"Suitcase"	"Remain Silent"	59	40	21	0.252	0.741	0.688	3e-06	0.0704	-6.547	0.0245	98.997	0.782
"1182"	16	"Status Quo"	"In The Army Now - The Collection"	"In The Army Now"	63	53	60	0.108	0.681	0.729	1.2e-05	0.136	-7.571	0.024	104.669	0.937
"1183"	17	"Morrissey"	"Morrissey Greatest Hits"	"Let Me Kiss You - Remastered"	67	47	46	0.0124	0.476	0.848	0.00336	0.308	-6.193	0.0326	160.226	0.748
"1184"	17	"The Verve"	"Urban Hymns (Remastered 2016)"	"Sonnet"	71	69	60	0.12	0.433	0.725	4.34e-05	0.225	-7.296	0.0244	89.059	0.376
"1185"	17	"Lene Marlin"	"Twist The Truth"	"You Could Have"	52	23	14	0.0252	0.519	0.489	0	0.0819	-7.176	0.0267	149.925	0.29
"1187"	17	"Puressence"	"Don't Forget To Remember"	"Don't Know Any Better"	25	15	17	0.0549	0.475	0.714	0.000213	0.0969	-7.95	0.0297	173.823	0.394
"1188"	17	"Joyce Sims"	"Greatest"	"Come Into My Life (Radio Mix) - Radio Mix"	40	36	45	0.179	0.476	0.845	0.373	0.0441	-5.574	0.0451	94.491	0.818
"1190"	18	"Michael Bolton"	"The One Thing"	"Said I Loved You...But I Lied"	68	54	59	0.189	0.547	0.569	7.05e-06	0.156	-8.644	0.0271	159.713	0.432
"1192"	19	"Ellie Goulding"	"Halcyon Days"	"How Long Will I Love You - Bonus Track"	87	67	70	0.295	0.512	0.304	0.000622	0.118	-9.19	0.0318	126.078	0.172
"1194"	19	"Bad Company"	"Bad Company (Deluxe)"	"Ready for Love - 2015 Remaster"	65	59	49	0.514	0.566	0.521	0.000288	0.116	-11.824	0.0321	129.167	0.468
"1195"	19	"Des'ree"	"I Ain't Movin'"	"You Gotta Be"	58	54	63	0.211	0.627	0.669	2.72e-06	0.111	-9.985	0.0412	94.029	0.498
"1196"	18	"Weeping Willows"	"Fear & Love"	"The Burden"	52	39	44	0.513	0.494	0.515	0.00142	0.194	-7.97	0.0264	87.086	0.287
"1197"	18	"The Pierces"	"You & I"	"You'll Be Mine"	47	35	36	0.136	0.607	0.834	0	0.137	-5.719	0.0314	127.004	0.772
"1199"	19	"Porcupine Tree"	"Deadwing"	"Lazarus"	59	52	50	0.203	0.354	0.581	0.655	0.177	-6.074	0.0302	171.961	0.337
"1200"	19	"Michael Jackson"	"HIStory - PAST, PRESENT AND FUTURE - BOOK I"	"Stranger in Moscow"	85	70	57	0.248	0.802	0.468	6e-04	0.32	-8.629	0.0378	129.937	0.586
"1201"	18	"The Moody Blues"	"Days Of Future Passed (Deluxe Version)"	"Nights In White Satin - Single Version / Mono Mix"	64	59	66	0.465	0.195	0.483	0.497	0.0686	-4.991	0.03	84.71	0.173
"1202"	19	"Tove Lo"	"Queen Of The Clouds"	"Stay High - Habits Remix"	80	68	70	0.00114	0.736	0.677	0.844	0.0949	-7.036	0.0352	121.01	0.0747
"1204"	16	"Ben Folds Five"	"Whatever And Ever Amen (Remastered Edition)"	"Brick"	53	51	55	0.645	0.542	0.454	0.00279	0.15	-10.247	0.025	96.881	0.267
"1205"	17	"Coldplay"	"A Rush Of Blood To The Head"	"In My Place"	89	78	68	0.0565	0.425	0.587	5.16e-06	0.298	-5.453	0.0278	144.642	0.194
"1209"	18	"INXS"	"INXS Remastered"	"Beautiful Girl"	70	65	58	0.000766	0.662	0.652	0.54	0.109	-6.601	0.0285	120.591	0.439
"1210"	18	"Lenka"	"Lenka (Expanded Edition)"	"Trouble Is a Friend"	55	50	52	0.0318	0.657	0.83	3.91e-05	0.122	-5.174	0.0248	118.026	0.653
"1211"	17	"Tom Petty and the Heartbreakers"	"Long After Dark"	"You Got Lucky"	72	47	52	0.0381	0.687	0.649	1.08e-05	0.043	-6.776	0.0273	114.811	0.641
"1212"	18	"Zaz"	"Zaz"	"Les passants"	69	65	59	0.355	0.742	0.658	0	0.0685	-6.289	0.116	153.773	0.609
"1214"	17	"Whitney Houston"	"The Bodyguard - Original Soundtrack Album"	"I Will Always Love You"	79	70	74	0.844	0.306	0.214	5.3e-06	0.0839	-12.518	0.0356	66.98	0.108
"1215"	17	"Michael Jackson"	"Thriller 25 Super Deluxe Edition"	"The Girl Is Mine (with Paul McCartney)"	85	77	59	0.269	0.671	0.636	4.09e-06	0.18	-6.673	0.0558	81.477	0.651
"1216"	17	"Tina Dico"	"Count To Ten"	"Count to Ten"	42	25	30	0.905	0.656	0.332	0.00506	0.399	-10.562	0.036	108.28	0.288
"1217"	16	"Barbra Streisand"	"Guilty"	"Woman in Love"	68	61	64	0.248	0.469	0.278	0.000126	0.133	-16.311	0.028	169.735	0.331
"1220"	17	"Richard Marx"	"Greatest Hits"	"Hazard"	66	51	55	0.176	0.674	0.546	0.0045	0.0672	-11.461	0.0262	124.845	0.63
"1222"	17	"Bon Jovi"	"Slippery When Wet"	"Never Say Goodbye"	81	78	62	0.0522	0.326	0.797	0	0.081	-2.359	0.0334	135.937	0.271
"1223"	16	"The Veronicas"	"The Veronicas"	"You Ruin Me"	65	54	52	0.705	0.478	0.442	0	0.119	-5.165	0.0285	93.005	0.222
"1225"	17	"Eskobar"	"Eskobar"	"Persona Gone Missing"	38	13	9	0.209	0.503	0.602	6.11e-06	0.138	-7.149	0.0322	131.017	0.279
"1228"	18	"Michael Jackson"	"Bad 25th Anniversary"	"I Just Can't Stop Loving You - 2012 Remaster"	85	74	64	0.667	0.657	0.467	1.92e-06	0.0295	-8.925	0.0341	100.139	0.276
"1229"	18	"The Beautiful South"	"Solid Bronze - Great Hits"	"Dream A Little Dream"	60	43	42	0.466	0.38	0.5	0	0.215	-9.125	0.0404	136.694	0.188
"1231"	18	"Snow Patrol"	"Eyes Open"	"Chasing Cars"	74	70	77	0.209	0.563	0.592	5.08e-05	0.132	-4.571	0.0276	104.016	0.136
"1234"	18	"Lou Reed"	"Transformer"	"Perfect Day"	68	69	66	0.744	0.4	0.267	0.00734	0.103	-12.488	0.0323	144.799	0.0872
"1235"	18	"The Calling"	"Camino Palmero"	"Wherever You Will Go"	66	64	71	0.0367	0.558	0.719	0	0.115	-5.113	0.0267	112.027	0.371
"1236"	20	"The Fray"	"The Fray"	"You Found Me"	75	69	73	0.0187	0.338	0.803	0	0.136	-5.412	0.0413	151.994	0.4
"1238"	21	"Kansas"	"Point Of Know Return"	"Dust in the Wind"	70	67	75	0.367	0.475	0.322	0.00056	0.11	-10.687	0.0283	93.503	0.387
"1240"	24	"The Cover Girls"	"Greatest Hits"	"Wishing on a Star"	43	26	30	0.212	0.696	0.829	0.00542	0.136	-9	0.046	97.086	0.686
"1242"	24	"Michael Jackson"	"Bad 25th Anniversary"	"Liberian Girl - 2012 Remastered Version"	85	74	58	0.464	0.749	0.546	0.00191	0.126	-7.217	0.103	105.232	0.454
"1243"	25	"Cher"	"Heart Of Stone"	"If I Could Turn Back Time"	74	66	71	0.244	0.654	0.566	0	0.123	-10.313	0.0268	108.293	0.527
"1245"	27	"Gorillaz"	"Gorillaz"	"Clint Eastwood"	80	67	72	0.0249	0.663	0.694	0	0.0698	-8.627	0.172	167.964	0.524
"1247"	29	"Enigma"	"The Cross Of Changes"	"Return To Innocence"	65	56	61	0.119	0.476	0.584	0	0.274	-12.357	0.038	88.026	0.417
"1248"	32	"Elisa"	"Soundtrack '97 - '17"	"Heaven out of hell"	70	48	38	0.0456	0.453	0.607	2.14e-06	0.0894	-7.468	0.0297	173.945	0.195
"1250"	27	"Andy Williams"	"The Essential Andy Williams"	"Charade"	62	46	21	0.831	0.105	0.342	0	0.247	-10.903	0.0347	79.467	0.307
"1251"	28	"Alannah Myles"	"Rockinghorse"	"Song Instead of a Kiss"	59	30	30	0.744	0.224	0.299	0.00242	0.202	-9.586	0.029	135.426	0.109
"1252"	26	"Peter Cetera"	"Solitude / Solitaire"	"Glory of Love"	65	63	70	0.0778	0.518	0.585	2.43e-06	0.31	-8.485	0.0279	144.998	0.312
"1253"	25	"Orleans"	"Dance With Me: The Best Of Orleans"	"Dance with Me"	53	48	56	0.551	0.565	0.392	0.000106	0.247	-10.083	0.0268	98.485	0.493
"1254"	25	"Chris de Burgh"	"Flying Colours"	"Missing You"	63	43	43	0.42	0.693	0.473	0.000166	0.127	-12.145	0.0256	113.049	0.74
"1255"	29	"Take That"	"Everything Changes"	"Babe"	70	28	17	0.108	0.45	0.389	0	0.0995	-11.945	0.0299	145.982	0.138
"1256"	28	"George Michael"	"Ladies And Gentlemen... The Best Of George Michael"	"Kissing a Fool"	75	69	53	0.168	0.394	0.274	8.55e-06	0.105	-14.314	0.031	116.801	0.166
"1257"	31	"Heart"	"Heart"	"These Dreams"	70	56	59	0.508	0.535	0.532	0	0.0868	-9.865	0.0291	79.107	0.3
"1258"	31	"Emilia"	"Big Big World"	"Twist Of Fate - Alternative Version"	47	47	22	0.463	0.582	0.707	0.000245	0.0935	-8.155	0.0543	175.95	0.238
"1259"	32	"Al Jarreau"	"The Very Best Of: An Excellent Adventure"	"Moonlighting (Theme) - 2009 Remaster"	57	38	43	0.223	0.666	0.828	1.86e-05	0.316	-5.276	0.0303	101.408	0.613
"1260"	31	"Sting"	"Moodswings"	"Until..."	73	20	26	0.924	0.305	0.266	0.0189	0.141	-10.739	0.0422	135.803	0.333
"1261"	32	"Alex Cornell"	"Youtube Sessions"	"Poison and Wine"	46	49	36	0.797	0.5	0.19	0	0.107	-12.45	0.0283	82.553	0.0967
"1262"	32	"The Blackbyrds"	"Action"	"Soft And Easy"	44	40	31	0.0811	0.669	0.394	0.00894	0.0543	-15.563	0.0286	90.647	0.835
"1263"	32	"Lionel Richie"	"Time"	"The Closest Thing To Heaven"	74	31	24	0.37	0.571	0.503	0	0.0976	-6.346	0.0325	176.069	0.506
"1264"	31	"Bruno Mars"	"Doo-Wops & Hooligans"	"Our First Time"	90	77	54	0.381	0.705	0.451	0	0.276	-8.221	0.0429	77.998	0.868
"1265"	28	"Billy Ocean"	"Love Zone (Expanded Edition)"	"There'll Be Sad Songs (To Make You Cry)"	66	42	49	0.748	0.563	0.458	0	0.103	-7.673	0.0305	79.738	0.259
"1266"	35	"Barry White"	"The Ultimate Collection"	"Just The Way You Are"	68	55	62	0.188	0.564	0.418	2.46e-05	0.115	-10.801	0.0542	74.908	0.327
"1267"	30	"Az Yet"	"Az Yet"	"Last Night"	44	45	45	0.428	0.555	0.543	0	0.105	-8.874	0.0272	164.021	0.359
"1268"	28	"Boyzone"	"Where We Belong"	"Baby Can I Hold You - Edit"	64	56	52	0.511	0.55	0.474	0.00417	0.0926	-9.841	0.0277	150.001	0.5
"1269"	32	"Take That"	"Nobody Else (Deluxe)"	"Back for Good - Radio Mix"	70	60	67	0.308	0.6	0.504	0	0.137	-9.761	0.0292	78.961	0.547
"1270"	31	"Buckshot LeFonque"	"Music Evolution"	"Another Day"	43	44	41	0.567	0.668	0.63	0.00103	0.261	-10.204	0.0333	94.026	0.528
"1271"	31	"Des'ree"	"I Ain't Movin'"	"Little Child"	58	54	24	0.741	0.673	0.484	0	0.124	-11.423	0.0417	110.005	0.572
"1272"	37	"Belinda Carlisle"	"This Is... 1996"	"In Too Deep"	65	37	43	0.216	0.615	0.709	0	0.0667	-9.505	0.0264	110.812	0.713
"1274"	37	"Bosson"	"One in a million"	"One In A Million"	43	42	45	0.0341	0.646	0.83	2.05e-06	0.169	-5.724	0.0319	99.985	0.714
"1275"	39	"De-Phazz"	"Lala 2.0"	"Back from Where I Started"	51	21	14	0.531	0.743	0.638	0.0222	0.157	-11.356	0.0486	93.981	0.725
"1276"	42	"Natalie Imbruglia"	"Counting Down The Days"	"Shiver"	66	47	53	0.00115	0.489	0.798	2.81e-06	0.149	-4.49	0.0316	94.163	0.309
"1277"	44	"Joss Stone"	"Water for Your Soul"	"Star"	64	39	29	0.0359	0.752	0.661	9.94e-05	0.546	-7.875	0.15	85.332	0.7
"1278"	41	"Phillip Phillips"	"The World From The Side Of The Moon"	"Home"	65	56	58	0.0256	0.606	0.826	1.56e-05	0.117	-6.04	0.0307	121.04	0.322
"1280"	43	"Savage Garden"	"Savage Garden"	"To the Moon & Back"	68	66	61	0.0205	0.584	0.76	7.25e-06	0.1	-7.369	0.0359	104.101	0.325
"1281"	41	"The Cars"	"Heartbeat City"	"Drive"	69	62	69	0.124	0.582	0.606	0.00139	0.151	-9.961	0.0289	111.441	0.504
"1283"	36	"Maverick Sabre"	"Lonely Are The Brave"	"Let Me Go"	65	49	44	0.0134	0.521	0.92	0	0.393	-4.664	0.109	144.051	0.697
"1286"	38	"LeAnn Rimes"	"Coyote Ugly"	"Can't Fight The Moonlight"	64	55	62	0.403	0.628	0.834	0	0.051	-6.341	0.0497	97.865	0.626
"1287"	40	"Natalie Merchant"	"Tigerlily"	"Wonder"	57	50	49	0.346	0.719	0.739	0.0102	0.0581	-5.577	0.0419	115.142	0.603
"1288"	41	"Nat King Cole"	"L-O-V-E"	"L-O-V-E"	67	56	64	0.679	0.425	0.373	0	0.077	-7.543	0.0797	78.225	0.663
"1290"	47	"Maria Mena"	"Apparently Unaffected"	"Just Hold Me"	56	41	46	0.251	0.606	0.476	0	0.101	-6.241	0.0236	91.041	0.276
"1292"	45	"Dido"	"Greatest Hits (Deluxe)"	"Everything to Lose"	73	49	40	0.0872	0.74	0.861	0.577	0.128	-6.248	0.0346	120.015	0.682
"1294"	43	"David Bowie"	"Let's Dance"	"Let's Dance - 1999 Remaster"	82	65	69	0.00388	0.619	0.703	0.205	0.163	-9.414	0.0525	115.043	0.709
"1295"	47	"Soul Asylum"	"Candy From A Stranger"	"Close"	60	13	7	0.251	0.554	0.717	0.00113	0.0273	-6.45	0.0271	106.991	0.368
"1296"	42	"John Mayer"	"Battle Studies"	"Who Says"	87	70	69	0.267	0.584	0.509	0.00252	0.36	-13.109	0.0287	90.457	0.367
"1298"	45	"Estelle"	"Shine"	"American Boy"	70	69	77	0.171	0.727	0.729	0	0.07	-2.99	0.326	117.932	0.512
"1301"	43	"Berlin Sound Project"	"Top Hits 2007 Instrumental Vol. 1"	"Ruby - Instrumental - Guitar - Org.: Kaiser Chiefs"	12	8	3	0.301	0.596	0.464	0.933	0.0615	-7.528	0.0292	93.01	0.695
"1303"	48	"The Black Crowes"	"Shake Your Money Maker"	"Hard To Handle"	63	61	66	0.00257	0.599	0.79	0.00181	0.312	-3.58	0.043	103.783	0.961
"1304"	44	"Ben Moody"	"Fantastic 4 - The Album"	"Everything Burns"	36	39	39	0.252	0.485	0.542	0	0.146	-9.12	0.0315	93.472	0.485
"1306"	48	"Andra Day"	"Cheers To The Fall"	"Rise Up"	64	66	73	0.805	0.398	0.316	0	0.295	-7.031	0.0368	118.582	0.174
"1308"	56	"Natasha Bedingfield"	"Unwritten"	"Unwritten"	70	69	76	0.00577	0.706	0.801	0	0.0822	-6.333	0.0399	100.013	0.63
"1309"	57	"Anggun"	"Anggun"	"Snow on the Sahara"	48	36	43	0.289	0.607	0.795	0.000164	0.064	-6.614	0.0554	83.955	0.771
"1312"	51	"Beck"	"Colors"	"Dreams"	72	63	59	0.000744	0.582	0.938	0.0206	0.0841	-5.73	0.0392	113.994	0.794
"1314"	47	"Michael Jackson"	"Dangerous"	"Jam"	85	69	58	0.0487	0.884	0.96	0.0228	0.271	-4.613	0.0721	116.273	0.617
"1315"	49	"Chicago"	"Chicago 17 (Expanded & Remastered)"	"You're the Inspiration - 2006 Remaster"	71	64	71	0.368	0.583	0.602	0	0.22	-6.364	0.0274	74.008	0.388
"1316"	46	"Train"	"Drops Of Jupiter"	"Drops of Jupiter"	78	70	78	0.154	0.468	0.64	0	0.154	-5.862	0.0275	79.297	0.499
"1319"	45	"The Human League"	"Octopus"	"One Man in My Heart"	64	29	31	0.0909	0.636	0.703	4.28e-06	0.126	-7.849	0.0253	97.989	0.751
"1320"	42	"Sister Hazel"	"Unplugged from Daryl's House Club"	"Happy"	60	29	17	0.194	0.542	0.861	2.25e-06	0.772	-7.219	0.146	139.179	0.87
"1321"	40	"Levthand"	"Cadillac Track"	"Cadillac Track"	22	21	28	0.0736	0.883	0.687	0.000221	0.257	-8.369	0.0425	127.012	0.929
"1323"	39	"Kylie Minogue"	"Step Back In Time: The Definitive Collection"	"Confide in Me - Radio Mix"	71	0	21	0.0391	0.566	0.725	0.043	0.123	-7.274	0.0398	102.849	0.603
