"listener"	"artist_name"	"album_name"	"song_name"	"artist_popularity"	"album_popularity"	"song_popularity"	"acousticness"	"danceability"	"energy"	"instrumentalness"	"liveness"	"loudness"	"speechiness"	"tempo"	"valence"
"428"	32	"Craig David"	"Born to Do It"	"Walking Away"	72	65	58	0.196	0.596	0.686	0	0.121	-6.371	0.0345	172.835	0.815
"430"	28	"Diana Ross"	"Diana"	"Upside Down"	70	60	61	0.0764	0.887	0.904	0.00864	0.017	-5.125	0.0693	107.966	0.889
"433"	35	"Green Day"	"Holiday"	"Holiday - Faded Ending"	83	54	63	0.000138	0.538	0.884	0	0.466	-3.251	0.031	146.511	0.736
"434"	33	"Leonard Cohen"	"Live In Dublin"	"Dance Me to the End of Love - Live in Dublin"	69	48	39	0.746	0.508	0.371	0.00815	0.395	-15.107	0.0406	135.115	0.511
"435"	34	"Chris Rea"	"The Blue Cafe"	"The Blue Cafe"	58	32	38	0.229	0.703	0.759	0.000126	0.119	-8.97	0.03	139.928	0.873
"436"	37	"Robbie Williams"	"Somethin' Stupid"	"My Way - Live From Royal Albert Hall,London,United Kingdom/2001"	75	40	46	0.253	0.312	0.682	8.58e-05	0.971	-7.503	0.0486	75.785	0.32
"437"	32	"Kings of Convenience"	"Declaration Of Dependence"	"Mrs. Cold"	63	56	55	0.86	0.755	0.366	0.0655	0.111	-13.459	0.0548	96.317	0.674
"439"	32	"Hooverphonic"	"The Magnificent Tree"	"Mad About You"	59	54	62	0.00109	0.465	0.844	0.399	0.0865	-4.352	0.0379	170.358	0.155
"441"	41	"Joe Cocker"	"No Ordinary World"	"First We Take Manhattan"	68	36	37	0.00108	0.646	0.898	0.0124	0.377	-5.856	0.027	129.352	0.772
"443"	36	"ABBA"	"Voulez-Vous"	"Gimme! Gimme! Gimme! (A Man After Midnight)"	80	67	70	0.0261	0.748	0.499	0.00627	0.202	-9.653	0.0407	119.528	0.568
"444"	39	"Anya Marina"	"Slow & Steady Seduction: Phase II"	"All the Same to Me"	47	34	32	0.424	0.533	0.674	4.63e-06	0.126	-7.182	0.1	198.258	0.883
"447"	40	"Jethro Tull"	"The Best of Acoustic Jethro Tull"	"Under Wraps #2 - 2005 Remaster"	64	41	16	0.553	0.515	0.442	0	0.0958	-9.103	0.0439	149.171	0.525
"448"	41	"Florence + The Machine"	"Ceremonials (Original Deluxe Version)"	"Shake It Out"	80	66	67	0.00878	0.519	0.799	0	0.107	-4.207	0.0371	107.489	0.226
"449"	39	"fun."	"Some Nights"	"We Are Young (feat. Janelle Monáe)"	71	68	72	0.02	0.378	0.638	7.66e-05	0.0849	-5.576	0.075	184.086	0.735
"450"	46	"Justin Timberlake"	"2000s XL"	"SexyBack (feat. Timbaland)"	83	56	62	0.0669	0.969	0.539	0	0.0525	-7.575	0.0815	117.007	0.963
"451"	42	"Sia"	"This Is Acting"	"Cheap Thrills"	89	68	75	0.0472	0.628	0.698	0.00143	0.0907	-5.608	0.105	89.976	0.732
"453"	43	"Lynyrd Skynyrd"	"Second Helping"	"Sweet Home Alabama"	76	74	81	0.181	0.596	0.605	0.000331	0.0863	-12.145	0.0255	97.798	0.886
"454"	39	"Chris de Burgh"	"Man On The Line"	"High On Emotion"	63	36	42	0.0666	0.609	0.701	2.37e-05	0.385	-7.398	0.0238	99.411	0.602
"456"	35	"Death Cab for Cutie"	"Plans"	"I Will Follow You Into The Dark"	70	59	63	0.923	0.581	0.163	0	0.118	-14.686	0.0447	77.748	0.475
"460"	31	"Air Supply"	"Ultimate Air Supply"	"Two Less Lonely People In the World"	72	62	52	0.753	0.392	0.464	0	0.286	-8.647	0.039	149.902	0.239
"461"	30	"Bryan Adams"	"Reckless (30th Anniversary / Deluxe Edition)"	"Heaven"	77	75	74	0.0465	0.382	0.589	0	0.122	-7.315	0.0267	140.059	0.335
"462"	29	"Judson Mancebo"	"Babies Love Adele"	"Rumor Has It"	56	23	12	0.942	0.65	0.199	0.18	0.103	-12.503	0.0489	95.98	0.2
"464"	29	"Jem"	"Finally Woken"	"24"	45	45	38	0.0475	0.626	0.697	0	0.122	-6.392	0.0287	96.026	0.525
"465"	31	"Texas"	"The Hush"	"Summer Son"	61	48	55	0.00198	0.586	0.914	0.00117	0.0969	-7.389	0.0349	127.147	0.908
"466"	28	"Lorde"	"Pure Heroine"	"Team"	79	74	71	0.151	0.696	0.59	0	0.247	-7.428	0.0904	99.984	0.462
"468"	29	"Kim Stockwood"	"Bonavista"	"Jerk"	17	12	17	0.00348	0.599	0.702	1.21e-06	0.326	-9.42	0.0434	147.874	0.29
"469"	28	"Ben E. King"	"Don't Play That Song (Mono)"	"Stand by Me"	69	69	77	0.57	0.65	0.306	7.07e-06	0.0707	-9.443	0.0393	118.068	0.605
"471"	27	"Jamiroquai"	"High Times: Singles 1992-2006 (Remastered)"	"Runaway - Remastered"	71	62	47	0.0572	0.705	0.918	0.000164	0.327	-3.597	0.0501	125.996	0.826
"473"	28	"fun."	"Some Nights"	"Carry On"	71	68	58	0.118	0.388	0.694	0.000293	0.082	-5.769	0.0735	145.434	0.365
"475"	26	"James Morrison"	"Songs For You, Truths For Me (International Exclusive Bundle)"	"Nothing Ever Hurt Like You"	70	64	40	0.0108	0.671	0.909	0	0.6	-3.213	0.0569	119.97	0.795
"476"	26	"Gavin DeGraw"	"Sweeter"	"Not Over You"	71	61	67	0.255	0.63	0.894	0	0.181	-4.592	0.0544	142.051	0.364
"478"	26	"Uriah Heep"	"Celebration"	"Lady In Black"	55	46	52	0.218	0.547	0.698	0.000132	0.211	-7.686	0.0384	87.467	0.574
"479"	26	"Tal Bachman"	"Tal Bachman"	"She's so High"	61	64	72	0.2	0.537	0.84	2.15e-06	0.0998	-4.626	0.0363	124.269	0.211
"481"	28	"Train"	"Save Me, San Francisco (Golden Gate Edition)"	"Hey, Soul Sister"	78	75	82	0.185	0.673	0.886	0	0.0826	-4.44	0.0431	97.012	0.795
"483"	27	"Poe"	"Haunted"	"Hey Pretty"	40	37	32	0.0469	0.537	0.846	0.00114	0.146	-6.656	0.0361	104.899	0.526
"484"	25	"Poison"	"Open Up And Say...Ahh! (20th Anniversary Edition)"	"Every Rose Has Its Thorn - Remastered 2003"	68	65	70	0.16	0.533	0.637	1.12e-05	0.369	-5.571	0.0323	140.167	0.292
"485"	23	"Röyksopp"	"The Understanding"	"What Else Is There ?"	64	49	55	0.185	0.704	0.927	0.108	0.325	-7.157	0.0437	114.995	0.342
"486"	24	"Aloe Blacc"	"Lift Your Spirit"	"The Man"	85	58	60	0.0384	0.513	0.764	0	0.236	-7.21	0.0459	85.872	0.525
"487"	26	"Skunk Anansie"	"Paranoid and Sunburnt"	"Weak"	58	44	50	0.0103	0.32	0.745	2.79e-06	0.257	-6.393	0.0493	188.78	0.504
"488"	26	"Prince"	"Parade - Music From The Motion Picture Under The Cherry Moon"	"Kiss"	76	65	73	0.0135	0.898	0.271	0.00138	0.0461	-12.238	0.091	111.485	0.742
"489"	23	"Reamonn"	"Tuesday"	"Supergirl"	50	50	57	0.136	0.662	0.515	0.011	0.0925	-9.501	0.0296	116.24	0.376
"490"	24	"Moby"	"Play"	"Why Does My Heart Feel so Bad?"	73	66	62	0.00106	0.338	0.597	0.157	0.0846	-8.048	0.0515	97.884	0.0393
"492"	22	"David Kitt"	"The Big Romance (Expanded Edition)"	"You Know What I Want To Know"	35	29	29	0.0234	0.657	0.535	0.593	0.583	-9.467	0.0257	89.994	0.826
"493"	19	"TLC"	"Fanmail"	"No Scrubs"	73	71	79	0.0251	0.743	0.675	0.000717	0.0685	-4.267	0.0953	92.909	0.59
"495"	20	"Oh Wonder"	"Oh Wonder"	"Lose It"	74	70	64	0.739	0.433	0.336	4.88e-06	0.318	-9.345	0.0433	87.554	0.157
"496"	20	"Rhys Lewis"	"Could've Been"	"Could've Been"	68	47	55	0.468	0.719	0.401	1.19e-05	0.111	-9.437	0.0418	79.544	0.53
"497"	20	"Morcheeba"	"The Antidote"	"Wonders Never Cease"	64	38	42	0.0536	0.63	0.834	0.000144	0.258	-5.181	0.0331	108.084	0.595
"498"	20	"Bonnie Tyler"	"The Very Best Of Bonnie Tyler"	"Total Eclipse of the Heart"	70	66	74	0.195	0.435	0.658	0	0.102	-8.179	0.0661	130.276	0.184
"501"	23	"Simple Minds"	"Good News From The Next World"	"She's A River - 2002 Digital Remaster"	71	43	41	0.00147	0.37	0.854	5.74e-06	0.0586	-7.018	0.0812	184.068	0.181
"502"	19	"Imagine Dragons"	"Smoke + Mirrors (Deluxe)"	"Warriors"	92	71	69	0.0964	0.365	0.851	0.003	0.237	-6.238	0.0645	78.086	0.309
"503"	19	"Daniel Merriweather"	"Love & War"	"Red"	55	51	52	0.107	0.422	0.67	0	0.11	-5.955	0.0292	95.797	0.119
"504"	21	"Gary Barlow"	"Since I Saw You Last (Deluxe Edition)"	"Let Me Go"	47	41	47	0.013	0.516	0.858	0	0.0838	-4.63	0.0425	130.045	0.412
"506"	21	"Aretha Franklin"	"Aretha Now"	"I Say a Little Prayer"	76	68	74	0.48	0.59	0.355	0	0.0585	-14.051	0.0352	133.03	0.499
"507"	20	"Pink Martini"	"Hey Eugene!"	"Hey Eugene!"	61	35	38	0.481	0.724	0.565	0.000113	0.101	-7.297	0.0523	95.798	0.5
"508"	20	"Annie Lennox"	"Diva"	"Why"	67	63	61	0.28	0.531	0.471	6.22e-05	0.133	-9.267	0.0236	90.941	0.119
"509"	20	"77 Bombay Street"	"Up in the Sky"	"Long Way"	43	39	31	0.245	0.723	0.798	0	0.0631	-5.839	0.031	133.011	0.726
"511"	20	"Damien Rice"	"9"	"9 Crimes"	66	55	58	0.913	0.346	0.139	7.73e-05	0.0934	-15.326	0.0321	136.168	0.116
"512"	20	"The Righteous Brothers"	"The Very Best Of The Righteous Brothers - Unchained Melody"	"Unchained Melody"	63	57	64	0.517	0.367	0.215	0	0.618	-16.652	0.0288	98.742	0.266
"513"	22	"Concrete Blonde"	"Mexican Moon"	"Mexican Moon"	47	32	32	0.00425	0.439	0.923	0.0512	0.0974	-6.007	0.0689	92.293	0.673
"514"	23	"flora cash"	"You're Somebody Else"	"You're Somebody Else"	65	64	73	0.841	0.713	0.452	0.0038	0.105	-9.638	0.0295	102.963	0.235
"515"	21	"Jeff Buckley"	"Grace (Legacy Edition)"	"Hallelujah"	66	66	72	0.921	0.339	0.143	0.000636	0.372	-10.78	0.0317	101.213	0.0948
"517"	20	"The Script"	"The Script"	"Breakeven"	79	62	67	0.144	0.63	0.696	0	0.0835	-4.501	0.0242	94.034	0.491
"519"	19	"Lenny Kravitz"	"Low (Edit)"	"Low - Edit"	73	51	60	0.0845	0.802	0.731	0.000163	0.0652	-3.538	0.0386	106.444	0.896
"521"	20	"Jay-Jay Johanson"	"Best of 1996-2013"	"So Tell the Girls That I Am Back In Town - Radio Edit"	48	32	35	0.105	0.607	0.856	0.0153	0.0891	-5.8	0.0728	180.033	0.369
"522"	19	"Chicago"	"Chicago 16 (Expanded & Remastered)"	"Hard to Say I'm Sorry / Get Away - 2006 Remaster"	71	58	67	0.056	0.398	0.57	0.00125	0.0606	-7.068	0.034	140.974	0.234
"523"	19	"Jet"	"Get Born"	"Look What You've Done"	67	67	60	0.414	0.398	0.547	0.00143	0.146	-6.846	0.0261	73.396	0.305
"524"	18	"The Revivalists"	"Men Amongst Mountains"	"Wish I Knew You"	66	64	69	0.13	0.651	0.716	0.0616	0.125	-6.516	0.0258	101.05	0.722
"526"	19	"Pearl Jam"	"Riot Act"	"I Am Mine"	79	53	58	0.00394	0.323	0.728	0.000447	0.102	-5.416	0.0321	161.586	0.489
"527"	20	"Shawn Colvin"	"A Few Small Repairs"	"Sunny Came Home"	51	51	58	0.344	0.554	0.58	0.00842	0.0989	-8.05	0.0322	167.83	0.402
"528"	19	"Tesla"	"Time's Makin' Changes: The Best Of Tesla"	"Love Song"	60	40	46	0.36	0.341	0.406	0.0519	0.126	-8.139	0.0359	79.995	0.33
"529"	19	"Gabrielle Aplin"	"My Mistake (Piano Version)"	"My Mistake - Piano Version"	66	45	54	0.925	0.522	0.231	0	0.116	-7.229	0.0374	127.424	0.497
"530"	19	"Kylie Minogue"	"The Abbey Road Sessions"	"On a Night Like This"	71	42	26	0.104	0.659	0.561	0.00024	0.107	-7.486	0.0365	117.048	0.691
"532"	19	"Shivaree"	"Kill Bill Vol. 2 Original Soundtrack"	"Goodnight Moon"	45	52	53	0.361	0.743	0.674	8.93e-05	0.0696	-7.683	0.0323	112.906	0.829
"534"	17	"Sam Smith"	"In The Lonely Hour"	"Stay With Me"	90	81	82	0.588	0.418	0.42	6.39e-05	0.11	-6.444	0.0414	84.094	0.184
"536"	17	"Simon & Garfunkel"	"Bridge Over Troubled Water"	"The Boxer"	77	71	70	0.702	0.439	0.488	0.000339	0.16	-14.464	0.0615	93.017	0.629
"537"	19	"Starsailor"	"Love Is Here"	"Poor Misguided Fool"	52	45	42	0.0651	0.639	0.819	1.28e-05	0.0565	-5.837	0.0277	116.432	0.96
"538"	23	"Melissa Etheridge"	"Never Enough"	"It's For You"	57	32	17	0.0446	0.662	0.543	4.14e-06	0.28	-11.121	0.03	105.826	0.351
"539"	18	"Plain White T's"	"Wonders Of The Younger (International Version)"	"Rhythm Of Love"	71	50	54	0.363	0.531	0.549	0	0.118	-7.895	0.0378	171.781	0.681
"540"	19	"A Great Big World"	"You"	"You"	70	48	56	0.885	0.505	0.31	0.00359	0.0996	-10.423	0.03	82.591	0.34
"541"	20	"Mike & The Mechanics"	"Beggar On a Beach of Gold"	"Over My Shoulder"	63	58	65	0.126	0.631	0.826	0	0.0648	-7.856	0.0322	92.353	0.82
"542"	18	"Led Zeppelin"	"Physical Graffiti"	"Kashmir - 1990 Remaster"	82	65	68	0.488	0.48	0.536	4.22e-05	0.155	-11.166	0.0427	80.617	0.581
"543"	20	"Raul Midon"	"A World Within A World"	"Pick Somebody Up"	41	24	30	0.494	0.774	0.619	1.01e-05	0.196	-9.631	0.0573	98.018	0.625
"545"	18	"Eric Clapton"	"Clapton Chronicles: The Best of Eric Clapton"	"Change the World"	77	61	64	0.492	0.721	0.558	0.00563	0.113	-8.8	0.0246	96.887	0.542
"547"	17	"Soul Asylum"	"Black Gold: The Best Of Soul Asylum"	"Runaway Train"	60	49	57	0.00481	0.616	0.714	0	0.133	-7.02	0.0385	117.422	0.53
"548"	17	"Hurts"	"Happiness - Deluxe Edition"	"Stay"	64	53	53	0.0212	0.447	0.72	0.000355	0.282	-7.504	0.0517	155.995	0.296
"550"	18	"Shania Twain"	"Up! (Green Version)"	"I'm Gonna Getcha Good"	74	47	49	0.0441	0.723	0.789	0	0.0612	-4.813	0.0302	124.013	0.946
"551"	18	"Savage Garden"	"Savage Garden"	"Truly Madly Deeply"	68	66	73	0.403	0.555	0.698	0	0.0851	-8.874	0.0287	168.12	0.816
"552"	17	"Creedence Clearwater Revival"	"Chronicle: 20 Greatest Hits (Ecopac)"	"Bad Moon Rising"	80	57	58	0.0105	0.63	0.731	2.59e-06	0.0683	-7.772	0.0279	89.649	0.905
"553"	18	"Aura Dione"	"Friends"	"Friends"	49	27	31	0.0201	0.74	0.957	0	0.0839	-3.719	0.0987	93.995	0.72
"554"	17	"RØMANS"	"Animals"	"Animals"	59	25	34	0.199	0.492	0.629	0	0.108	-7.326	0.299	146.641	0.552
"555"	17	"Cake"	"Pressure Chief"	"No Phone"	67	48	41	0.137	0.534	0.669	0.000221	0.0881	-7.3	0.0907	181.839	0.775
"556"	19	"Sarah McLachlan"	"Closer: The Best Of Sarah McLachlan (Deluxe Version)"	"Sweet Surrender"	65	42	21	0.00324	0.624	0.522	1.87e-06	0.11	-7.718	0.0315	113.009	0.568
"558"	19	"Twenty One Pilots"	"Trench"	"My Blood"	88	83	76	0.0563	0.749	0.723	0.022	0.0977	-6.609	0.0432	108.999	0.674
"561"	21	"Helldorado"	"The Ballad of Nora Lee"	"A Drinking Song"	28	28	35	0.012	0.243	0.728	5.27e-05	0.0673	-6.282	0.0365	162.593	0.71
"565"	23	"Coldplay"	"Mylo Xyloto"	"Paradise"	89	74	77	0.0522	0.449	0.585	8.49e-05	0.0833	-6.762	0.0268	139.627	0.203
"567"	23	"Paula Cole"	"Greatest Hits - Postcards From East Oceanside"	"Where Have All the Cowboys Gone ? - Remastered Version"	56	51	54	0.119	0.68	0.723	7.69e-06	0.359	-5.598	0.0439	129.012	0.676
"568"	24	"Beyoncé"	"B'Day Deluxe Edition"	"Irreplaceable"	93	70	73	0.0293	0.447	0.694	5.46e-06	0.167	-4.637	0.382	175.868	0.509
"570"	27	"Paolo Nutini"	"These Streets"	"New Shoes"	69	66	66	0.47	0.748	0.735	1.09e-05	0.0851	-8.692	0.0903	150.04	0.854
"571"	27	"Army Of Lovers"	"Massive Luxury Overdose (Swedish Version)"	"Obsession"	41	35	33	0.0497	0.757	0.641	0.00046	0.234	-10.681	0.0278	103.981	0.951
"573"	31	"Kings of Leon"	"Only By The Night"	"Use Somebody"	79	75	75	0.00552	0.276	0.715	0.000417	0.201	-5.356	0.0432	137.028	0.173
"575"	30	"Beck"	"Mellow Gold"	"Loser"	72	59	67	0.0341	0.66	0.627	9.64e-05	0.385	-10.397	0.124	85.44	0.789
"576"	33	"Santa Esmeralda"	"Kill Bill Vol. 1 Original Soundtrack (PA Version)"	"Don't Let Me Be Misunderstood"	48	60	57	0.0329	0.669	0.815	0.00105	0.0498	-8.998	0.0838	117.809	0.784
"578"	36	"Charli XCX"	"SUCKER"	"Boom Clap"	82	59	62	0.154	0.659	0.911	0.000304	0.191	-2.28	0.0786	91.999	0.576
"580"	44	"Gorillaz"	"The Singles Collection 2001-2011"	"DARE - Radio Edit"	80	46	38	0.0279	0.76	0.88	0.0702	0.318	-7.135	0.0387	120.254	0.964
"581"	38	"DJ Jonez"	"DJ Jonez Performs the Club Hits of Katy Perry"	"Last Friday Night (TGIF)"	16	13	21	0.000791	0.686	0.654	0.819	0.12	-7.778	0.0573	125.962	0.885
"583"	40	"Kate Nash"	"My Best Friend Is You"	"Do-Wah-Doo"	59	37	36	0.243	0.426	0.89	0	0.42	-3.243	0.039	149.993	0.803
"585"	47	"The Rolling Stones"	"A Bigger Bang"	"Rain Fall Down"	83	39	36	0.00175	0.654	0.854	0.00639	0.166	-5.873	0.0564	98.013	0.531
"586"	43	"Republica"	"Getting There (Music From The Mary-Kate & Ashley Olsen Movie)"	"Ready to Go"	11	16	20	0.000442	0.546	0.963	0.0979	0.328	-4.153	0.0696	130.048	0.223
"588"	46	"Steve Miller Band"	"Ultimate Hits (Deluxe Edition)"	"Abracadabra - Remastered 2017"	70	52	60	0.0536	0.736	0.817	0	0.181	-5.982	0.0347	125.423	0.962
"590"	49	"The Doors"	"The Doors"	"Light My Fire"	77	69	70	0.369	0.413	0.725	2.16e-05	0.0905	-5.787	0.0324	124.618	0.44
"592"	49	"Maroon 5"	"Hands All Over (Revised International Standard version)"	"Misery"	89	68	62	0.000315	0.703	0.81	0	0.216	-4.874	0.0424	102.978	0.726
"594"	53	"Lily Allen"	"It's Not Me, It's You"	"22"	73	49	46	0.0217	0.706	0.737	0.000255	0.223	-5.928	0.0482	131.134	0.926
"595"	56	"The Vaccines"	"All My Friends Are Falling In Love"	"All My Friends Are Falling In Love"	66	56	65	0.00614	0.514	0.877	0	0.658	-4.828	0.0427	146.983	0.805
"596"	53	"Rihanna"	"Good Girl Gone Bad: Reloaded"	"Disturbia"	91	80	70	0.0863	0.707	0.813	0	0.168	-4.515	0.0571	124.921	0.722
"598"	53	"Starship"	"Knee Deep In The Hoopla"	"We Built This City"	69	66	74	0.052	0.661	0.908	0	0.0708	-4.897	0.039	144.091	0.656
"599"	51	"Slash"	"Slash (Special Edition)"	"Beautiful Dangerous (feat. Fergie)"	66	46	38	0.00523	0.525	0.799	0	0.262	-5.387	0.0357	98.139	0.53
"600"	57	"Editors"	"An End Has A Start"	"The Racing Rats"	63	42	39	0.000194	0.32	0.839	4.74e-05	0.076	-3.58	0.051	152.969	0.22
"601"	59	"John Newman"	"Tribute"	"Cheating"	72	62	49	0.00157	0.509	0.809	0	0.148	-5.003	0.0511	126.103	0.293
"603"	55	"Incubus"	"S.C.I.E.N.C.E."	"Summer Romance (Anti-Gravity Love Song)"	73	53	51	0.00915	0.667	0.721	0.0137	0.105	-7.17	0.0329	110.094	0.567
"605"	62	"Blondie"	"Real Real Blondie"	"Nothing Is Real but the Girl - Live"	71	32	29	0.00109	0.243	0.682	1.64e-06	0.487	-9.355	0.0506	148.538	0.223
"607"	58	"Europe"	"The Final Countdown (Expanded Edition)"	"The Final Countdown"	68	68	73	0.0628	0.536	0.844	0.00084	0.0608	-6.918	0.058	117.652	0.185
"609"	57	"Yazoo"	"Upstairs at Eric's"	"Don't Go"	59	59	57	0.312	0.803	0.411	0.00344	0.0411	-16.013	0.0521	126.236	0.654
"610"	56	"Switchfoot"	"Hello Hurricane"	"Your Love Is a Song"	65	47	49	0.0305	0.519	0.524	0.00012	0.207	-4.082	0.0282	80.013	0.357
"611"	59	"Jack Savoretti"	"Singing to Strangers"	"Love Is on the Line"	62	56	53	0.0472	0.559	0.696	0	0.0678	-5.672	0.0363	88.916	0.581
"612"	57	"Dido"	"Life For Rent"	"White Flag"	73	60	66	0.344	0.509	0.537	7.26e-06	0.0805	-6.834	0.0383	170.037	0.315
"614"	61	"Jewel"	"Goodbye Alice In Wonderland"	"Again and Again"	63	31	28	0.182	0.522	0.792	3.6e-06	0.105	-3.795	0.0298	132.998	0.289
"615"	62	"Mads Langer"	"Behold"	"You're Not Alone"	55	34	32	0.292	0.739	0.48	1.33e-05	0.138	-9.149	0.0293	126.046	0.699
"618"	57	"Extreme"	"Extreme II - Pornograffitti"	"Hole Hearted"	66	65	44	0.182	0.591	0.73	0	0.0748	-9.315	0.0335	101.9	0.696
"620"	58	"2000's Karaoke Band"	"Karaoke Most Downloaded 2007 Volume 2"	"Sweet Escape (Karaoke in the style of Gwen Stefani feat. Akon)"	6	0	1	0.0367	0.773	0.568	1.02e-05	0.0758	-6.428	0.0285	119.993	0.494
"621"	65	"The Shirelles"	"Tonight's The Night"	"Dedicated To The One I Love"	58	53	38	0.812	0.398	0.325	0	0.169	-6.159	0.0382	80.563	0.454
"622"	65	"Frank Sinatra"	"My Way (Expanded Edition)"	"My Way"	78	62	69	0.712	0.41	0.394	0	0.122	-7.386	0.0272	76.024	0.216
"623"	70	"Procol Harum"	"Hits'n'Flips"	"A Whiter Shade of Pale - Original Single Version"	57	55	63	0.504	0.249	0.66	0.0026	0.0891	-6.905	0.0342	149.813	0.435
"624"	69	"Radiohead"	"OK Computer"	"Karma Police"	81	72	73	0.0626	0.36	0.505	9.22e-05	0.172	-9.129	0.026	74.807	0.317
"625"	68	"Supergrass"	"Supergrass"	"Moving"	62	48	49	0.0072	0.467	0.853	0.000858	0.354	-6.661	0.0377	110.957	0.236
"626"	67	"Fools Garden"	"High Times: Best Of"	"Probably"	61	37	20	0.177	0.54	0.666	0	0.0637	-7.517	0.0978	173.977	0.913
"629"	68	"Michael Bolton"	"The One Thing"	"Ain't Got Nothing If You Ain't Got Love"	68	54	25	0.0093	0.678	0.798	3.62e-06	0.0518	-5.843	0.0296	111.929	0.884
"631"	68	"Sandi Thom"	"The Pink and the Lily"	"The Devil's Beat"	49	14	16	0.2	0.531	0.931	0	0.0919	-4.079	0.125	166.076	0.802
"632"	62	"U2"	"How To Dismantle An Atomic Bomb"	"Vertigo"	81	59	61	0.000138	0.416	0.819	0.00108	0.147	-3.974	0.0613	140.083	0.632
"635"	66	"Sting"	"Ten Summoner's Tales"	"Shape Of My Heart"	73	65	69	0.691	0.537	0.373	0.000915	0.083	-10.081	0.0331	83.936	0.244
"636"	67	"KALEO"	"A/B"	"Way Down We Go"	72	73	75	0.579	0.489	0.505	0.000333	0.104	-8.022	0.117	163.255	0.337
"637"	65	"Lukas Graham"	"Love Someone"	"Love Someone"	79	73	81	0.161	0.55	0.415	0	0.108	-6.557	0.052	172.065	0.274
"639"	68	"Linkin Park"	"Living Things"	"CASTLE OF GLASS"	87	71	69	0.0686	0.615	0.911	0.00188	0.0908	-3.584	0.0278	108	0.685
"640"	67	"Shakira"	"Laundry Service"	"Whenever, Wherever"	85	67	71	0.236	0.793	0.832	1.12e-05	0.202	-4.862	0.0406	107.661	0.872
"642"	63	"Whitney Houston"	"The Bodyguard - Original Soundtrack Album"	"I Have Nothing"	79	70	71	0.576	0.54	0.401	0	0.164	-10.499	0.0364	152.974	0.24
"644"	68	"Paloma Faith"	"Do You Want The Truth Or Something Beautiful?"	"Smoke and Mirrors"	70	54	38	0.101	0.513	0.795	0.000188	0.159	-3.158	0.0321	108.966	0.744
"645"	70	"Tina Turner"	"Love Songs"	"I Don't Wanna Lose You"	71	51	50	0.327	0.731	0.699	0	0.278	-6.21	0.0276	94.038	0.54
"647"	69	"Roxette"	"Look Sharp! (2009 Version)"	"Listen to Your Heart"	73	68	72	0.108	0.539	0.583	0	0.111	-4.935	0.0275	86.063	0.337
"649"	70	"Kings of Convenience"	"Riot On An Empty Street"	"I'd Rather Dance With You"	63	60	57	0.329	0.843	0.833	0.0567	0.126	-6.156	0.0341	141.99	0.972
"651"	69	"Travis"	"The Boy With No Name"	"Closer"	63	45	49	0.204	0.538	0.581	5.26e-05	0.13	-7.816	0.0235	108.108	0.269
"652"	69	"Charlie Puth"	"Voicenotes"	"The Way I Am"	83	80	72	0.314	0.755	0.769	2.38e-06	0.0628	-5.658	0.186	114.966	0.642
"654"	66	"Weezer"	"Make Believe"	"Beverly Hills"	77	61	68	0.0932	0.693	0.823	0	0.328	-3.761	0.0726	87.904	0.741
"656"	69	"Sugar Ray"	"Floored"	"Fly"	66	58	65	0.0202	0.835	0.648	0.225	0.308	-8.15	0.0488	99.701	0.674
"657"	66	"Hooverphonic"	"The Best of Hooverphonic"	"Wake Up"	59	43	21	0.0451	0.427	0.722	0.00145	0.37	-6.279	0.0834	180.033	0.523
"658"	67	"Sia"	"LABRINTH, SIA & DIPLO PRESENT... LSD"	"Thunderclouds (feat. Sia, Diplo, and Labrinth)"	89	82	81	0.0077	0.69	0.714	7.23e-05	0.191	-5.948	0.0338	112.009	0.489
"659"	68	"The Smashing Pumpkins"	"Mellon Collie And The Infinite Sadness (Deluxe Edition)"	"1979 - Remastered 2012"	74	73	74	0.0166	0.765	0.788	0.588	0.0513	-9.896	0.0332	126.879	0.964
"660"	67	"Survivor"	"Rocky IV"	"Eye of the Tiger"	70	70	75	0.132	0.817	0.599	0.000311	0.0873	-9.249	0.0328	108.873	0.548
"662"	66	"Mark Ronson"	"Version"	"Valerie (feat. Amy Winehouse) - Version Revisited"	82	54	61	0.00253	0.698	0.843	0.000454	0.124	-4.789	0.0544	105.83	0.894
"663"	61	"Gym Class Heroes"	"Sound of the 00s"	"Cupid's Chokehold / Breakfast In America"	69	17	8	0.532	0.668	0.622	0	0.268	-6.515	0.0711	79.739	0.879
"666"	65	"Def Leppard"	"Hysteria (Super Deluxe)"	"Pour Some Sugar On Me - Remastered 2017"	73	68	74	0.00211	0.267	0.953	0	0.283	-4.899	0.096	84.989	0.568
"668"	65	"Lutricia McNeal"	"Ain't That Just The Way"	"Ain't That Just the Way"	47	47	54	0.0583	0.743	0.651	0	0.186	-9.336	0.221	173.871	0.768
"669"	66	"The Pierces"	"Thirteen Tales Of Love And Revenge"	"Secret"	47	48	53	0.0557	0.577	0.486	0	0.2	-6.966	0.0548	138.172	0.236
"671"	69	"Daft Punk"	"Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit]"	"Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit"	82	66	75	0.0426	0.794	0.811	1.07e-06	0.101	-8.966	0.038	116.047	0.862
